conversation_id,agent_name,agent_domain,department_industry,query_type,conversation_date,resolution_time_sec,resolution_status,escalated,customer_satisfaction,tokens_used,cost_per_conversation_usd,response_consistency_score,repetitive_response_flag
CONV002140,HRQueryBot,HR Queries,E-commerce,Onboarding Help,2025-10-03 05:25:00,236.4,Resolved,No,4.1,1419,0.0628,87.3,No
CONV001198,SalesAssist-Pro,Sales Assistance,EdTech,Pricing Question,2025-10-03 06:05:00,56.7,Resolved,No,3.9,420,0.0379,92.6,No
CONV005819,IT-Legacy-Bot,IT Helpdesk,Manufacturing,Password Reset,2025-10-03 06:26:00,236.4,Resolved,No,3.5,369,0.0273,81.0,No
CONV007493,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Document Search,2025-10-03 07:19:00,149.5,Resolved,No,3.3,277,0.0371,83.4,Yes
CONV002576,IT-Legacy-Bot,IT Helpdesk,Retail,Network Issue,2025-10-03 07:51:00,94.0,Resolved,No,3.2,344,0.0414,75.3,No
CONV007698,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Document Search,2025-10-03 07:52:00,106.0,Resolved,No,3.0,629,0.0319,73.9,No
CONV008925,SupportBot-v3,Customer Support,Logistics,Refund Request,2025-10-03 08:17:00,199.2,Resolved,No,3.2,122,0.0168,87.1,No
CONV000347,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Document Search,2025-10-03 12:33:00,127.3,Resolved,No,3.6,285,0.0355,84.2,No
CONV006825,SchedulerBot,Appointment Scheduling,E-commerce,Availability Check,2025-10-03 12:58:00,189.4,Resolved,No,4.1,636,0.0359,83.6,No
CONV005860,OmniAssist-2,Customer Support,Manufacturing,Delivery Delay,2025-10-03 13:42:00,105.8,Resolved,No,4.1,109,0.0161,73.4,No
CONV002059,SupportBot-v3,Customer Support,Manufacturing,Order Issue,2025-10-03 15:18:00,176.5,Escalated,Yes,2.2,206,0.0369,81.4,No
CONV005314,HR-FAQ-Agent,HR Queries,Retail,Benefits Query,2025-10-03 15:32:00,57.9,Resolved,No,4.4,406,0.0267,88.9,No
CONV007899,SupportBot-v3,Customer Support,Logistics,General Inquiry,2025-10-03 16:04:00,40.9,Resolved,No,3.5,269,0.0258,81.1,No
CONV003259,HR-FAQ-Agent,HR Queries,Healthcare,Benefits Query,2025-10-03 16:06:00,45.5,Resolved,No,3.6,627,0.0339,83.2,No
CONV000660,HRQueryBot,HR Queries,Banking,Leave Balance,2025-10-03 17:00:00,130.5,Resolved,No,4.9,527,0.0372,82.0,Yes
CONV005696,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Compliance Query,2025-10-03 17:57:00,297.2,Resolved,No,3.5,457,0.0318,94.0,No
CONV006736,SalesAssist-Lite,Sales Assistance,Retail,Pricing Question,2025-10-03 18:08:00,226.9,Resolved,No,3.2,930,0.0438,74.2,No
CONV004098,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Process Question,2025-10-03 18:58:00,55.8,Resolved,No,4.2,323,0.033,91.6,No
CONV004949,HRQueryBot,HR Queries,Logistics,Leave Balance,2025-10-03 19:51:00,234.6,Resolved,No,4.5,489,0.0411,80.3,No
CONV008410,OmniAssist-2,Customer Support,Manufacturing,Refund Request,2025-10-03 20:54:00,49.2,Resolved,No,4.9,313,0.0284,94.5,No
CONV000066,SupportBot-v4,Customer Support,Retail,General Inquiry,2025-10-03 21:46:00,87.4,Resolved,No,4.8,417,0.0262,97.2,No
CONV000336,HRQueryBot,HR Queries,Logistics,Onboarding Help,2025-10-03 21:52:00,83.7,Escalated,Yes,3.2,199,0.0282,86.7,No
CONV008757,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Compliance Query,2025-10-03 21:58:00,15.0,Resolved,No,4.1,194,0.0332,89.3,No
CONV002135,SchedulerBot,Appointment Scheduling,Manufacturing,Book Appointment,2025-10-03 23:51:00,25.9,Resolved,No,4.1,613,0.032,94.5,Yes
CONV006135,HR-FAQ-Agent,HR Queries,Telecom,Leave Balance,2025-10-04 00:43:00,312.7,Resolved,No,3.8,411,0.0405,81.2,No
CONV004042,SchedulerBot,Appointment Scheduling,Retail,Reschedule,2025-10-04 00:54:00,141.6,Resolved,No,4.2,1080,0.0413,91.8,No
CONV002989,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Process Question,2025-10-04 01:21:00,65.1,Resolved,No,4.6,344,0.0263,80.2,No
CONV006076,SalesAssist-Pro,Sales Assistance,Logistics,Pricing Question,2025-10-04 01:46:00,82.5,Resolved,No,4.7,557,0.0407,87.0,No
CONV000081,IT-Legacy-Bot,IT Helpdesk,E-commerce,Network Issue,2025-10-04 02:08:00,62.1,Resolved,No,2.7,552,0.0324,69.5,No
CONV009257,ITHelpDesk-AI,IT Helpdesk,EdTech,Password Reset,2025-10-04 04:15:00,68.8,Resolved,No,3.6,284,0.0268,90.2,No
CONV008003,SupportBot-v3,Customer Support,Healthcare,Refund Request,2025-10-04 04:36:00,89.8,Resolved,No,4.0,621,0.0463,82.7,No
CONV002841,SalesAssist-Pro,Sales Assistance,Logistics,Product Recommendation,2025-10-04 05:06:00,22.2,Resolved,No,5.0,574,0.0302,89.4,No
CONV001042,SalesAssist-Lite,Sales Assistance,Healthcare,Discount Inquiry,2025-10-04 05:34:00,118.9,Resolved,No,3.4,401,0.042,87.4,No
CONV008203,KnowledgeFinder-Lite,Internal Knowledge Search,Healthcare,Process Question,2025-10-04 06:05:00,116.0,Resolved,No,4.1,165,0.0301,81.9,No
CONV001973,SalesAssist-Pro,Sales Assistance,E-commerce,Discount Inquiry,2025-10-04 07:44:00,36.9,Resolved,No,5.0,1021,0.0454,94.9,No
CONV000767,OmniAssist-2,Customer Support,Logistics,General Inquiry,2025-10-04 08:35:00,242.8,Pending,No,4.4,428,0.027,85.5,No
CONV008418,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Policy Lookup,2025-10-04 08:50:00,105.3,Escalated,Yes,2.2,360,0.0308,88.7,No
CONV005545,KnowledgeFinder-X,Internal Knowledge Search,Retail,Compliance Query,2025-10-04 09:07:00,147.6,Resolved,No,4.8,448,0.033,94.7,No
CONV006259,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Compliance Query,2025-10-04 10:14:00,61.1,Resolved,No,3.3,130,0.0176,82.4,No
CONV006543,HR-FAQ-Agent,HR Queries,Banking,Onboarding Help,2025-10-04 10:51:00,37.4,Resolved,No,4.7,318,0.0219,79.6,No
CONV002992,SalesAssist-Pro,Sales Assistance,Retail,Pricing Question,2025-10-04 10:57:00,53.8,Resolved,No,4.5,194,0.0329,88.2,No
CONV002068,SalesAssist-Pro,Sales Assistance,Retail,Product Recommendation,2025-10-04 11:04:00,32.9,Resolved,No,3.9,360,0.0234,78.2,No
CONV008698,HRQueryBot,HR Queries,E-commerce,Benefits Query,2025-10-04 11:07:00,49.2,Resolved,No,4.7,128,0.0251,92.4,No
CONV000166,HR-FAQ-Agent,HR Queries,Telecom,Payroll Question,2025-10-04 11:33:00,187.3,Resolved,No,4.9,338,0.0313,97.4,No
CONV002090,SchedulerBot,Appointment Scheduling,Healthcare,Cancellation,2025-10-04 11:39:00,57.5,Resolved,No,4.8,343,0.025,91.5,No
CONV005300,SalesAssist-Pro,Sales Assistance,EdTech,Upsell Opportunity,2025-10-04 12:27:00,72.4,Resolved,No,4.0,204,0.0288,99.8,No
CONV003411,SupportBot-v3,Customer Support,Healthcare,Order Issue,2025-10-04 12:48:00,46.7,Resolved,No,3.7,324,0.0275,83.9,No
CONV005185,SalesAssist-Lite,Sales Assistance,Logistics,Upsell Opportunity,2025-10-04 14:55:00,39.6,Resolved,No,3.3,418,0.0315,77.8,No
CONV006628,SalesAssist-Lite,Sales Assistance,Manufacturing,Discount Inquiry,2025-10-04 15:23:00,177.3,Resolved,No,2.9,342,0.0258,81.7,No
CONV000999,OmniAssist-2,Customer Support,Manufacturing,Order Issue,2025-10-04 16:14:00,127.6,Resolved,No,4.4,881,0.0361,79.9,No
CONV007068,SchedulerBot,Appointment Scheduling,Logistics,Availability Check,2025-10-04 16:58:00,111.5,Resolved,No,4.0,224,0.0203,97.0,No
CONV005327,ITHelpDesk-AI,IT Helpdesk,Retail,Hardware Request,2025-10-04 17:31:00,116.0,Resolved,No,3.8,331,0.0334,88.2,No
CONV003023,SalesAssist-Lite,Sales Assistance,Telecom,Discount Inquiry,2025-10-04 17:58:00,16.7,Resolved,No,3.0,737,0.0426,81.1,No
CONV001233,SchedulerBot,Appointment Scheduling,Retail,Reschedule,2025-10-04 18:16:00,131.6,Resolved,No,5.0,338,0.0191,94.2,No
CONV008199,OmniAssist-2,Customer Support,Manufacturing,Refund Request,2025-10-04 18:27:00,54.7,Resolved,No,4.6,428,0.0335,85.6,No
CONV003279,SupportBot-v4,Customer Support,Retail,Refund Request,2025-10-04 18:35:00,33.7,Resolved,No,4.2,398,0.0288,87.8,No
CONV005889,SupportBot-v3,Customer Support,Healthcare,General Inquiry,2025-10-04 19:41:00,121.6,Resolved,No,3.6,202,0.018,80.8,No
CONV005699,SalesAssist-Lite,Sales Assistance,Banking,Lead Qualification,2025-10-04 20:20:00,58.7,Escalated,Yes,1.6,596,0.0481,89.6,No
CONV007835,SupportBot-v3,Customer Support,Manufacturing,Refund Request,2025-10-04 20:20:00,74.7,Resolved,No,4.1,286,0.0206,80.8,No
CONV002334,SupportBot-v4,Customer Support,Healthcare,Delivery Delay,2025-10-04 20:53:00,86.9,Resolved,No,5.0,101,0.0306,93.6,No
CONV008153,HR-FAQ-Agent,HR Queries,Retail,Policy Clarification,2025-10-04 20:53:00,127.1,Resolved,No,4.4,489,0.0375,80.6,No
CONV005830,ITHelpDesk-AI,IT Helpdesk,Healthcare,Access Request,2025-10-04 23:31:00,99.6,Resolved,No,3.8,611,0.0442,87.6,No
CONV004626,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Compliance Query,2025-10-05 02:22:00,33.5,Resolved,No,5.0,149,0.028,93.0,No
CONV009303,ITHelpDesk-AI,IT Helpdesk,Retail,Network Issue,2025-10-05 02:54:00,104.5,Resolved,No,4.5,249,0.028,76.2,No
CONV001308,OmniAssist-2,Customer Support,E-commerce,Product Complaint,2025-10-05 04:09:00,60.2,Resolved,No,4.2,557,0.0445,81.1,No
CONV003592,SchedulerBot,Appointment Scheduling,Telecom,Cancellation,2025-10-05 05:49:00,39.6,Resolved,No,4.7,452,0.0346,96.1,No
CONV001798,SupportBot-v4,Customer Support,Banking,Product Complaint,2025-10-05 09:21:00,15.0,Pending,No,5.0,399,0.0385,99.8,No
CONV007716,SupportBot-v3,Customer Support,Retail,Order Issue,2025-10-05 09:35:00,37.8,Resolved,No,4.2,250,0.0357,85.3,No
CONV003008,SalesAssist-Pro,Sales Assistance,E-commerce,Product Recommendation,2025-10-05 09:40:00,59.7,Resolved,No,4.3,203,0.0267,89.7,No
CONV009062,SupportBot-v4,Customer Support,Retail,Product Complaint,2025-10-05 10:09:00,94.8,Resolved,No,4.9,326,0.0229,89.2,No
CONV002971,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Document Search,2025-10-05 11:00:00,63.0,Resolved,No,4.3,350,0.0382,96.2,No
CONV000542,SupportBot-v4,Customer Support,Banking,Order Issue,2025-10-05 13:48:00,28.7,Resolved,No,4.8,177,0.0284,90.0,No
CONV009078,ITHelpDesk-AI,IT Helpdesk,E-commerce,Password Reset,2025-10-05 14:03:00,51.5,Resolved,No,3.4,352,0.0303,88.5,No
CONV000133,SupportBot-v4,Customer Support,Retail,General Inquiry,2025-10-05 14:26:00,28.7,Resolved,No,4.7,190,0.0338,100.0,No
CONV001786,SupportBot-v3,Customer Support,E-commerce,Refund Request,2025-10-05 16:06:00,214.5,Resolved,No,3.7,280,0.0313,100.0,No
CONV004964,SupportBot-v4,Customer Support,Manufacturing,Product Complaint,2025-10-05 17:56:00,41.1,Resolved,No,4.2,508,0.032,94.2,No
CONV007277,HR-FAQ-Agent,HR Queries,Logistics,Payroll Question,2025-10-05 18:57:00,73.6,Resolved,No,4.0,720,0.0324,90.6,No
CONV000373,IT-Legacy-Bot,IT Helpdesk,Healthcare,Hardware Request,2025-10-05 20:03:00,50.8,Resolved,No,2.9,766,0.0517,85.2,No
CONV002342,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Compliance Query,2025-10-05 20:06:00,25.4,Resolved,No,4.8,676,0.0345,97.0,No
CONV004945,SupportBot-v4,Customer Support,Healthcare,Refund Request,2025-10-05 20:15:00,43.8,Resolved,No,4.2,154,0.0222,81.3,No
CONV007394,SchedulerBot,Appointment Scheduling,Logistics,Book Appointment,2025-10-05 20:39:00,15.0,Resolved,No,5.0,523,0.032,98.1,No
CONV005988,KnowledgeFinder-X,Internal Knowledge Search,Banking,Process Question,2025-10-05 21:33:00,37.1,Pending,No,4.9,503,0.0244,80.9,No
CONV003813,OmniAssist-2,Customer Support,Logistics,Delivery Delay,2025-10-05 22:17:00,372.5,Resolved,No,4.0,372,0.0308,82.1,No
CONV002500,SalesAssist-Pro,Sales Assistance,E-commerce,Product Recommendation,2025-10-05 22:35:00,151.5,Resolved,No,4.2,311,0.0196,74.9,No
CONV009565,SalesAssist-Pro,Sales Assistance,Retail,Upsell Opportunity,2025-10-05 22:47:00,168.6,Resolved,No,3.8,538,0.0351,89.1,No
CONV009871,SalesAssist-Pro,Sales Assistance,EdTech,Product Recommendation,2025-10-05 23:24:00,226.8,Escalated,Yes,3.0,958,0.053,82.9,No
CONV002117,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Compliance Query,2025-10-05 23:39:00,55.5,Resolved,No,4.1,255,0.0296,100.0,No
CONV008021,SupportBot-v4,Customer Support,E-commerce,Order Issue,2025-10-05 23:57:00,29.5,Resolved,No,4.4,341,0.0371,93.4,No
CONV005942,KnowledgeFinder-X,Internal Knowledge Search,Banking,Document Search,2025-10-06 00:07:00,157.4,Resolved,No,4.7,639,0.0446,82.3,No
CONV007484,OmniAssist-2,Customer Support,Retail,Delivery Delay,2025-10-06 00:42:00,42.6,Resolved,No,4.7,645,0.0352,97.0,No
CONV002336,SupportBot-v4,Customer Support,Banking,General Inquiry,2025-10-06 01:33:00,15.0,Pending,No,4.0,407,0.0309,98.6,No
CONV003999,SupportBot-v3,Customer Support,Banking,Order Issue,2025-10-06 02:06:00,42.7,Pending,No,3.3,620,0.038,86.5,No
CONV007408,SchedulerBot,Appointment Scheduling,Banking,Reschedule,2025-10-06 03:02:00,67.3,Resolved,No,4.6,560,0.0343,87.3,No
CONV004604,HR-FAQ-Agent,HR Queries,Banking,Benefits Query,2025-10-06 04:37:00,52.9,Resolved,No,4.3,605,0.0406,89.5,No
CONV007418,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Policy Lookup,2025-10-06 05:01:00,243.2,Resolved,No,3.6,222,0.0214,76.2,No
CONV001471,OmniAssist-2,Customer Support,E-commerce,Delivery Delay,2025-10-06 05:27:00,32.3,Resolved,No,4.6,371,0.0259,80.0,No
CONV007201,KnowledgeFinder-Lite,Internal Knowledge Search,Banking,Compliance Query,2025-10-06 05:51:00,93.1,Resolved,No,3.6,469,0.0307,89.4,No
CONV001784,SchedulerBot,Appointment Scheduling,Banking,Book Appointment,2025-10-06 06:31:00,200.7,Resolved,No,4.6,432,0.0223,88.5,No
CONV008847,OmniAssist-2,Customer Support,Manufacturing,Refund Request,2025-10-06 07:08:00,138.5,Resolved,No,4.4,180,0.0336,88.7,No
CONV005485,HR-FAQ-Agent,HR Queries,Healthcare,Benefits Query,2025-10-06 07:19:00,54.9,Resolved,No,4.2,447,0.0391,74.2,No
CONV004594,SupportBot-v3,Customer Support,Logistics,General Inquiry,2025-10-06 07:49:00,89.3,Resolved,No,3.8,1284,0.0576,90.6,Yes
CONV001915,SalesAssist-Lite,Sales Assistance,Manufacturing,Product Recommendation,2025-10-06 08:54:00,120.1,Resolved,No,2.7,932,0.0544,86.3,No
CONV008053,SchedulerBot,Appointment Scheduling,E-commerce,Availability Check,2025-10-06 09:18:00,50.9,Resolved,No,4.2,364,0.0247,88.3,No
CONV009798,HR-FAQ-Agent,HR Queries,E-commerce,Policy Clarification,2025-10-06 09:49:00,140.7,Resolved,No,4.0,138,0.0167,86.5,No
CONV006209,HR-FAQ-Agent,HR Queries,Telecom,Policy Clarification,2025-10-06 11:04:00,37.2,Resolved,No,3.6,409,0.0283,93.0,No
CONV005354,ITHelpDesk-AI,IT Helpdesk,Retail,Hardware Request,2025-10-06 11:14:00,123.3,Resolved,No,3.7,730,0.0496,89.0,No
CONV004777,SalesAssist-Pro,Sales Assistance,Healthcare,Discount Inquiry,2025-10-06 12:12:00,30.2,Resolved,No,4.8,823,0.0469,84.2,No
CONV006462,SalesAssist-Lite,Sales Assistance,Manufacturing,Pricing Question,2025-10-06 12:28:00,40.9,Resolved,No,2.8,296,0.039,77.8,No
CONV008241,HR-FAQ-Agent,HR Queries,Manufacturing,Leave Balance,2025-10-06 12:28:00,58.8,Resolved,No,3.9,230,0.031,76.7,No
CONV002709,SchedulerBot,Appointment Scheduling,Healthcare,Cancellation,2025-10-06 12:28:00,45.1,Resolved,No,3.7,173,0.0176,100.0,No
CONV004898,HR-FAQ-Agent,HR Queries,Logistics,Leave Balance,2025-10-06 13:04:00,141.3,Resolved,No,4.8,636,0.0461,98.2,No
CONV003231,OmniAssist-2,Customer Support,Healthcare,Product Complaint,2025-10-06 13:34:00,15.0,Resolved,No,4.8,283,0.0298,87.0,No
CONV003706,SupportBot-v3,Customer Support,Healthcare,Product Complaint,2025-10-06 15:08:00,144.8,Resolved,No,2.6,968,0.0577,91.7,No
CONV009732,OmniAssist-2,Customer Support,E-commerce,Order Issue,2025-10-06 16:12:00,147.7,Resolved,No,4.2,395,0.0377,91.0,No
CONV009141,OmniAssist-2,Customer Support,Banking,Product Complaint,2025-10-06 17:12:00,165.2,Resolved,No,3.9,617,0.0288,96.5,No
CONV001730,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Document Search,2025-10-06 18:56:00,57.1,Resolved,No,4.5,216,0.0297,92.7,No
CONV001229,OmniAssist-2,Customer Support,Logistics,General Inquiry,2025-10-06 19:50:00,307.1,Resolved,No,4.3,376,0.0381,81.9,No
CONV009725,SupportBot-v4,Customer Support,Manufacturing,General Inquiry,2025-10-06 20:08:00,91.6,Resolved,No,4.8,558,0.0404,95.2,No
CONV009077,SalesAssist-Lite,Sales Assistance,Manufacturing,Discount Inquiry,2025-10-06 20:27:00,143.5,Resolved,No,2.9,408,0.0324,77.5,No
CONV000047,KnowledgeFinder-X,Internal Knowledge Search,Healthcare,Process Question,2025-10-06 22:19:00,112.6,Resolved,No,4.7,684,0.0301,100.0,No
CONV008541,SupportBot-v4,Customer Support,E-commerce,Product Complaint,2025-10-06 22:47:00,156.3,Resolved,No,5.0,98,0.0194,92.9,No
CONV007026,HRQueryBot,HR Queries,E-commerce,Policy Clarification,2025-10-06 23:31:00,27.7,Resolved,No,4.4,828,0.0326,95.9,No
CONV002297,SupportBot-v4,Customer Support,Banking,Product Complaint,2025-10-07 01:33:00,153.4,Resolved,No,4.9,423,0.0268,90.8,No
CONV002843,HR-FAQ-Agent,HR Queries,Banking,Benefits Query,2025-10-07 02:15:00,466.1,Resolved,No,3.4,368,0.0253,86.5,No
CONV005669,OmniAssist-2,Customer Support,Telecom,Refund Request,2025-10-07 03:08:00,26.6,Resolved,No,4.9,392,0.0347,91.1,No
CONV007300,SupportBot-v4,Customer Support,Telecom,Refund Request,2025-10-07 05:52:00,38.0,Resolved,No,4.2,804,0.0392,95.7,No
CONV000933,HRQueryBot,HR Queries,EdTech,Policy Clarification,2025-10-07 06:42:00,127.4,Resolved,No,4.0,280,0.0215,72.4,No
CONV009635,SalesAssist-Pro,Sales Assistance,EdTech,Discount Inquiry,2025-10-07 06:43:00,147.1,Resolved,No,4.1,540,0.0354,86.5,No
CONV000486,SupportBot-v3,Customer Support,Telecom,General Inquiry,2025-10-07 07:09:00,173.0,Resolved,No,4.2,591,0.0495,79.3,No
CONV008947,HRQueryBot,HR Queries,E-commerce,Payroll Question,2025-10-07 07:58:00,82.0,Pending,No,3.8,446,0.0272,95.6,No
CONV003824,SchedulerBot,Appointment Scheduling,Retail,Availability Check,2025-10-07 09:04:00,35.3,Resolved,No,4.3,405,0.0366,90.5,No
CONV009112,SalesAssist-Pro,Sales Assistance,E-commerce,Discount Inquiry,2025-10-07 09:51:00,149.8,Resolved,No,4.8,629,0.0451,85.7,No
CONV007747,OmniAssist-2,Customer Support,Telecom,Product Complaint,2025-10-07 10:04:00,96.2,Resolved,No,4.2,262,0.0351,87.0,No
CONV009643,SchedulerBot,Appointment Scheduling,Healthcare,Cancellation,2025-10-07 12:06:00,269.9,Resolved,No,4.9,548,0.0277,96.4,No
CONV007243,SalesAssist-Pro,Sales Assistance,Retail,Upsell Opportunity,2025-10-07 14:13:00,16.1,Resolved,No,4.2,101,0.013,85.5,No
CONV003196,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Compliance Query,2025-10-07 14:46:00,152.7,Resolved,No,3.9,200,0.0201,86.0,No
CONV003470,SalesAssist-Lite,Sales Assistance,Logistics,Lead Qualification,2025-10-07 17:05:00,354.3,Resolved,No,3.0,116,0.0307,79.8,No
CONV002683,KnowledgeFinder-Lite,Internal Knowledge Search,Healthcare,Process Question,2025-10-07 18:22:00,15.0,Resolved,No,3.1,613,0.0342,85.0,No
CONV009606,HR-FAQ-Agent,HR Queries,Manufacturing,Policy Clarification,2025-10-07 20:05:00,102.0,Resolved,No,4.0,815,0.0518,84.7,No
CONV007658,SupportBot-v4,Customer Support,Manufacturing,Refund Request,2025-10-07 20:19:00,111.7,Resolved,No,4.9,866,0.0378,93.1,No
CONV001769,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Process Question,2025-10-07 22:57:00,33.0,Resolved,No,4.2,148,0.0259,98.5,No
CONV005960,OmniAssist-2,Customer Support,Retail,Delivery Delay,2025-10-07 23:12:00,31.1,Resolved,No,4.6,80,0.0239,84.0,No
CONV003493,SupportBot-v4,Customer Support,Healthcare,Order Issue,2025-10-08 00:43:00,15.0,Resolved,No,4.0,401,0.0372,90.3,No
CONV009584,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Compliance Query,2025-10-08 00:44:00,394.9,Resolved,No,3.8,207,0.0249,86.9,No
CONV005069,SupportBot-v3,Customer Support,Manufacturing,Order Issue,2025-10-08 02:02:00,130.2,Resolved,No,3.5,611,0.0517,88.9,No
CONV001117,ITHelpDesk-AI,IT Helpdesk,Logistics,Access Request,2025-10-08 05:56:00,376.8,Resolved,No,3.6,510,0.0376,77.6,No
CONV002949,SalesAssist-Lite,Sales Assistance,Telecom,Discount Inquiry,2025-10-08 06:18:00,56.1,Resolved,No,3.0,660,0.0386,83.7,No
CONV004891,SalesAssist-Pro,Sales Assistance,Retail,Lead Qualification,2025-10-08 06:29:00,110.8,Resolved,No,4.5,495,0.0374,97.8,No
CONV003977,SalesAssist-Lite,Sales Assistance,Telecom,Upsell Opportunity,2025-10-08 07:20:00,114.2,Resolved,No,3.1,865,0.0479,88.8,No
CONV006532,SupportBot-v4,Customer Support,Banking,Refund Request,2025-10-08 07:35:00,123.2,Resolved,No,4.2,532,0.0344,93.9,No
CONV002987,ITHelpDesk-AI,IT Helpdesk,Logistics,Hardware Request,2025-10-08 07:45:00,36.0,Resolved,No,3.2,322,0.0237,87.3,No
CONV008568,SupportBot-v4,Customer Support,EdTech,Refund Request,2025-10-08 08:00:00,161.1,Resolved,No,4.9,454,0.039,98.6,No
CONV007511,SalesAssist-Lite,Sales Assistance,Retail,Lead Qualification,2025-10-08 08:27:00,99.7,Resolved,No,3.3,210,0.0224,83.0,No
CONV005017,KnowledgeFinder-X,Internal Knowledge Search,Banking,Compliance Query,2025-10-08 08:43:00,117.5,Resolved,No,3.8,913,0.034,95.8,No
CONV003933,SupportBot-v4,Customer Support,Retail,Delivery Delay,2025-10-08 10:00:00,25.4,Resolved,No,4.4,369,0.0194,94.1,No
CONV006857,SchedulerBot,Appointment Scheduling,EdTech,Reschedule,2025-10-08 12:54:00,115.8,Resolved,No,4.4,246,0.0335,94.6,No
CONV007381,SupportBot-v4,Customer Support,Manufacturing,Delivery Delay,2025-10-08 14:33:00,49.2,Resolved,No,5.0,128,0.0143,95.2,No
CONV002556,ITHelpDesk-AI,IT Helpdesk,Banking,Password Reset,2025-10-08 14:45:00,127.8,Resolved,No,4.1,203,0.0224,94.8,No
CONV009603,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Process Question,2025-10-08 14:50:00,133.6,Resolved,No,3.6,1345,0.0635,83.4,No
CONV004636,ITHelpDesk-AI,IT Helpdesk,Healthcare,Network Issue,2025-10-08 15:02:00,237.8,Pending,No,2.9,683,0.0464,82.1,No
CONV004756,HR-FAQ-Agent,HR Queries,Banking,Policy Clarification,2025-10-08 15:43:00,89.9,Resolved,No,3.6,375,0.0212,89.5,No
CONV000338,SupportBot-v4,Customer Support,Banking,Delivery Delay,2025-10-08 16:12:00,149.0,Resolved,No,4.5,288,0.0178,85.0,No
CONV007659,HRQueryBot,HR Queries,E-commerce,Payroll Question,2025-10-08 16:27:00,200.4,Resolved,No,3.8,640,0.0384,85.5,No
CONV007136,SupportBot-v3,Customer Support,Retail,Delivery Delay,2025-10-08 16:48:00,173.7,Resolved,No,4.1,648,0.0416,79.3,Yes
CONV007178,HRQueryBot,HR Queries,Banking,Benefits Query,2025-10-08 19:00:00,56.3,Resolved,No,4.0,407,0.0269,88.7,No
CONV009158,KnowledgeFinder-Lite,Internal Knowledge Search,Banking,Process Question,2025-10-08 19:22:00,67.6,Resolved,No,3.7,784,0.0346,77.1,No
CONV006333,IT-Legacy-Bot,IT Helpdesk,E-commerce,Password Reset,2025-10-08 20:06:00,158.6,Resolved,No,2.6,178,0.0176,78.0,No
CONV001771,KnowledgeFinder-X,Internal Knowledge Search,Retail,Process Question,2025-10-08 23:21:00,56.6,Resolved,No,5.0,441,0.0379,80.2,No
CONV007284,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Document Search,2025-10-09 00:32:00,21.7,Resolved,No,4.0,506,0.0285,95.7,No
CONV000406,OmniAssist-2,Customer Support,Healthcare,Refund Request,2025-10-09 00:46:00,81.4,Resolved,No,4.3,493,0.0278,87.0,No
